source_document_id,document_role,publisher_url,retrieval_url,retrieval_status,retrieved_at,media_type,sha256,local_path,byte_size,page_count,sheet_count,text_layer_status,visual_qa_status,access_class,redistribution_status,reuse_terms_url,notes
liaison_2026-05-11_full,tables,https://press.liaisonstrategies.ca/toronto-chow-50-bradford-37-traffic-frustration-dominates-city-mood/,https://press.liaisonstrategies.ca/content/files/2026/05/2026.05.14---Toronto-Pulse-Check.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,e3317590e5b3c73d21da1c47a2a709b3dbd462c8cd19f315c5ad2317dd645f0a,data/source_documents/current_mayoral/liaison_2026-05-11_full.pdf,6959824,35,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
mainstreet_2026-06-18_full,tables,https://www.mainstreetresearch.ca/post/bradford-and-chow-matchup-could-be-close,https://cdn.prod.website-files.com/66c8dfb086a015b3b519e988/6a39f10cd770a2a7e1e6c18f_Toronto_Mayoral_June_2026.pdf,retrieved,2026-08-17T16:06:19Z,application/pdf,9ff554329604bd43dc07d97e37e38a3153b4e2c3256f0ddb6cfbeff17c1261a9,data/source_documents/current_mayoral/mainstreet_2026-06-18_full.pdf,7374113,28,,present,passed,public,prohibited,,"Full edition. The direct first-party static URL returned without authentication, but the site UI labels this edition Subscriber Exclusive. The report expressly prohibits reproduction without Mainstreet Research's written authorization; retained only in the gitignored internal audit corpus."
mainstreet_2026-06-18_public,tables,https://www.mainstreetresearch.ca/post/bradford-and-chow-matchup-could-be-close,https://cdn.prod.website-files.com/66c8dfb086a015b3b519e988/6a39f109ba68d015462d1afc_Toronto_Mayoral_June_2026_Public.pdf,retrieved,2026-08-17T16:06:19Z,application/pdf,5a30698bb85abb394f2b6d9d5823ff07fbaddba2eb202923c04d19686615d1f4,data/source_documents/current_mayoral/mainstreet_2026-06-18_public.pdf,7366869,28,,present,passed,public,prohibited,,Public edition. The report expressly prohibits reproduction without Mainstreet Research's written authorization; retained only in the gitignored internal audit corpus.
liaison_2026-06-30_graphs,other,https://press.liaisonstrategies.ca/toronto-chow-49-bradford-40-world-cup-gets-positive-reviews/,https://press.liaisonstrategies.ca/content/files/2026/07/2026.07.06-Toronto-Graphs.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,19fb7507131a4ea5ca4a7e8a7cd1ad92755faad5192cbd048e366e715b90bbcb,data/source_documents/current_mayoral/liaison_2026-06-30_graphs.pdf,1250859,12,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
liaison_2026-06-30_tables,tables,https://press.liaisonstrategies.ca/toronto-chow-49-bradford-40-world-cup-gets-positive-reviews/,https://press.liaisonstrategies.ca/content/files/2026/07/2026.07.06-Toronto-Tables.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,ee316256c4e6e95fdfcc8b7d23d373e5539a3e8a6dbf0687eca6239a92c70445,data/source_documents/current_mayoral/liaison_2026-06-30_tables.pdf,2846930,9,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
liaison_2026-07-26_graphs,other,https://press.liaisonstrategies.ca/toronto-chow-49-bradford-41-city-split-on-direction/,https://press.liaisonstrategies.ca/content/files/2026/07/2026.07.29-Toronto-Graphs-1.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,fc8788944149116b04971cf2d38e4c74d3a70c9a03bcd2b13e2ea938d7091197,data/source_documents/current_mayoral/liaison_2026-07-26_graphs.pdf,777764,8,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
liaison_2026-07-26_tables,tables,https://press.liaisonstrategies.ca/toronto-chow-49-bradford-41-city-split-on-direction/,https://press.liaisonstrategies.ca/content/files/2026/07/2026.07.29-Toronto-Tables-1.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,2ecdc398768844da1c51fa9069cc886ffc244317b6add2adf36ae559a08ec253,data/source_documents/current_mayoral/liaison_2026-07-26_tables.pdf,1459079,5,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
forum_2026-07-29_full,tables,https://www.forumresearch.com/news/2026/07/chow-leads-bradford-maintains-advantage-with-alexander-added-to-ballot,https://www.forumresearch.com/news/attachments/fb26f543-8af1-44fa-b85b-3e7592b84b8d.pdf,retrieved,2026-08-17T16:06:19Z,application/pdf,3e00274591e7db0191b71b3ffe05c4733a2d6e48b630459bf58d0f09e62bdad9,data/source_documents/current_mayoral/forum_2026-07-29_full.pdf,660663,9,,present,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
liaison_2026-08-05_graphs,other,https://press.liaisonstrategies.ca/toronto-chow-47-bradford-40-alexander-10/,https://press.liaisonstrategies.ca/content/files/2026/08/2026.08.07-Toronto-Graphs-2.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,91865e15ada9599cf8cc6e1902c9fcf7148f3e40ee4a4991c09f666f91c91884,data/source_documents/current_mayoral/liaison_2026-08-05_graphs.pdf,1212875,13,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
liaison_2026-08-05_tables,tables,https://press.liaisonstrategies.ca/toronto-chow-47-bradford-40-alexander-10/,https://press.liaisonstrategies.ca/content/files/2026/08/2026.08.07-Toronto-Tables-2.pdf,retrieved,2026-08-17T16:06:47Z,application/pdf,47ced4c69acc806801d3e1b6308ca17f2edf0e9b8c455e0b1fbb0d2a89c555b7,data/source_documents/current_mayoral/liaison_2026-08-05_tables.pdf,3289212,10,,absent,passed,public,unknown,,Public first-party artifact; all pages rendered and visually inspected. Image-only PDF; downstream extraction requires OCR or table vision plus human verification. No affirmative redistribution licence was observed; retained in the gitignored internal audit corpus.
forum_w20_20260622_23_release,release,https://www.forumresearch.com/news/2026/06/parthi-kandavel-leads-in-a-divided-scarborough-southwest-municipal-election-poll-and-olivia-chow-leads-for-the-mayoral-preference,https://www.forumresearch.com/news/attachments/080be964-71ac-48a6-8358-fb7e8eb60aa3.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,fec6284fbdbcd1bd692c02889e22b1a0a3b6a9fc8be0b6070a4c336a639f8e01,data/source_documents/current_council/ward20_2026-06-22_23_forum.pdf,462510,3,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. The methodology paragraph incorrectly calls the sampled geography York South-Weston; title, toplines, question, and table identify Scarborough-Southwest. Preserved without correction. Acquisition recorded 7428 text-layer characters and HTTP Last-Modified 2026-06-29."
forum_w05_20260622_23_release,release,https://www.forumresearch.com/news/2026/06/frances-nunziata-leads-in-a-divided-york-south-weston-municipal-election-poll-and-brad-bradford-leads-for-the-mayoral-preference,https://www.forumresearch.com/news/attachments/e1d73221-747d-4f97-bfa1-4aad42c7c537.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,0031ddbcd6eed4bf62676b839d81bd55d7e16c11e8485a6abd4611308412e133,data/source_documents/current_council/ward05_2026-06-22_23_forum.pdf,464413,3,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. The PDF is dated June 24 while the attachment HTTP timestamp and Forum API/page availability are June 29; both dates are retained. Acquisition recorded 7476 text-layer characters and HTTP Last-Modified 2026-06-29."
forum_w13_20260622_23_release,release,https://www.forumresearch.com/news/2026/06/chris-moise-leads-in-toronto-centre-municipal-election-poll-and-olivia-chow-leads-for-the-mayoral-preference,https://www.forumresearch.com/news/attachments/aeaf5831-d6be-47b8-9653-30061bcb2368.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,c2df3e54d17747f96a122c5157fb0d82754c90929066a1400fa17e577f384f9f,data/source_documents/current_council/ward13_2026-06-22_23_forum.pdf,460633,3,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. The Wong-Tam versus Moise scenario appears only in prose with no reading base or detailed table. The PDF is dated June 24 but appeared on the current web host June 29. Acquisition recorded 7435 text-layer characters and HTTP Last-Modified 2026-06-29."
forum_w19_20260622_23_release,release,https://www.forumresearch.com/news/2026/06/nate-erskine-smith-well-ahead-in-beacheseast-york-municipal-election-poll-and-olivia-chow-leads-for-the-mayoral-preference,https://www.forumresearch.com/news/attachments/490d62fe-a2c1-4987-992d-a1e162ce826f.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,49330e59afbef0074c4720cb9633c43becc220a08c9262c9879eddb55bc62488,data/source_documents/current_council/ward19_2026-06-22_23_forum.pdf,466196,3,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. The methodology paragraph incorrectly calls the sampled geography York South-Weston; title, toplines, question, and table identify Beaches-East York. Preserved without correction. Acquisition recorded 8094 text-layer characters and HTTP Last-Modified 2026-06-29."
forum_w19_20260811_12_release,release,https://www.forumresearch.com/news/2026/08/nate-erskine-smith-holds-commanding-lead-in-beacheseast-york-municipal-election-poll,https://www.forumresearch.com/news/attachments/bfc438f8-9618-4981-8413-d784810cd4b7.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,58c07def8aa1a6cc47c916c31fcbc3c9b2b47fedb7605ce5adaf18a43552e9a1,data/source_documents/current_council/ward19_2026-08-11_12_forum.pdf,447960,2,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. This is a separately recruited Ward 19 sample from the June sample but remains same-firm replication. The Council field is explicitly hypothetical because Erskine-Smith had not entered. Acquisition recorded 5779 text-layer characters and HTTP Last-Modified 2026-08-13."
forum_w11_20260812_release,release,https://www.forumresearch.com/news/2026/08/dianne-saxe-leads-university-rosedale-municipal-election-poll,https://www.forumresearch.com/news/attachments/5a055d21-dc54-4bfa-838d-efa840f9704a.pdf,retrieved,2026-08-17T16:06:07Z,application/pdf,6b0668ca9c61c12cb86ca37c9d4e8941d62c9f3f7b24ce5d8fe0da01b6a701c0,data/source_documents/current_council/ward11_2026-08-12_forum.pdf,483513,4,,present,passed,public,unknown,,"Publicly downloadable without authentication; no explicit reuse or redistribution licence was found in the document, so retain locally for audit and seek permission before redistribution. One parent sample produced a then-current Council reading, a hypothetical Mike Layton Council reading, and a ward-level mayoral reading. They are dependent, not three polls. No undecided percentage is explicitly published. Acquisition recorded 10889 text-layer characters and HTTP Last-Modified 2026-08-13."
liaison_2026-08-16_tables,tables,https://storage.ghost.io/c/5a/2c/5a2c6702-fc8c-4232-bdc0-33fad8d71a80/content/files/2026/08/2026.08.20-Toronto-Tables-1.pdf,https://storage.ghost.io/c/5a/2c/5a2c6702-fc8c-4232-bdc0-33fad8d71a80/content/files/2026/08/2026.08.20-Toronto-Tables-1.pdf,retrieved,2026-08-21T00:00:00Z,application/pdf,428a40258f51e93bfe0f4e0c196b2bf797d81c1c1a092aa4e21c568f12383c80,data/source_documents/current_mayoral/liaison_2026-08-16_tables.pdf,5379263,16,,absent,passed,public,unknown,,Public first-party Liaison Strategies tables PDF. All 16 pages rendered at 175 DPI and read by two independent vision extractions (double-read workflow); the Total columns of the All-voters and Decided-and-leaning tables agreed value-by-value across both reads and passed the per-reading sum gate. Image-only PDF (no text layer). No affirmative redistribution licence observed; retained in the gitignored internal audit corpus.
