election_id,election_date,poll_id,firm,date_published,sample_size,field_tested,source_url,candidate_id,candidate_name,share,is_residual
toronto_2014,2014-10-27,toronto_2014-2013-03-21-fa96205a,Forum Research,2013-03-21,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.6,False
toronto_2014,2014-10-27,toronto_2014-2013-03-21-fa96205a,Forum Research,2013-03-21,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.07,True
toronto_2014,2014-10-27,toronto_2014-2013-03-21-fa96205a,Forum Research,2013-03-21,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-586501f0,Forum Research,2013-05-13,,"chow,rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.44,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-586501f0,Forum Research,2013-05-13,,"chow,rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.04,True
toronto_2014,2014-10-27,toronto_2014-2013-05-13-586501f0,Forum Research,2013-05-13,,"chow,rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.27,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-586501f0,Forum Research,2013-05-13,,"chow,rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.25,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-9b716dba,Forum Research,2013-05-13,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.17,True
toronto_2014,2014-10-27,toronto_2014-2013-05-13-9b716dba,Forum Research,2013-05-13,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-9b716dba,Forum Research,2013-05-13,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.5,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-d3c182cc,Forum Research,2013-05-13,,"chow,rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.34,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-d3c182cc,Forum Research,2013-05-13,,"chow,rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.2,True
toronto_2014,2014-10-27,toronto_2014-2013-05-13-d3c182cc,Forum Research,2013-05-13,,"chow,rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.35,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-d3c182cc,Forum Research,2013-05-13,,"chow,rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.11,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-dc2249d8,Forum Research,2013-05-13,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.57,False
toronto_2014,2014-10-27,toronto_2014-2013-05-13-dc2249d8,Forum Research,2013-05-13,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.07,True
toronto_2014,2014-10-27,toronto_2014-2013-05-13-dc2249d8,Forum Research,2013-05-13,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.36,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-056a657f,Forum Research,2013-08-29,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.17,True
toronto_2014,2014-10-27,toronto_2014-2013-08-29-056a657f,Forum Research,2013-08-29,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-056a657f,Forum Research,2013-08-29,,"rob_ford,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.5,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-10ac3a3c,Forum Research,2013-08-29,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.57,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-10ac3a3c,Forum Research,2013-08-29,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.1,True
toronto_2014,2014-10-27,toronto_2014-2013-08-29-10ac3a3c,Forum Research,2013-08-29,,"chow,rob_ford",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-127e27bb,Forum Research,2013-08-29,,"chow,rob_ford,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.39,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-127e27bb,Forum Research,2013-08-29,,"chow,rob_ford,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.05,True
toronto_2014,2014-10-27,toronto_2014-2013-08-29-127e27bb,Forum Research,2013-08-29,,"chow,rob_ford,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.27,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-127e27bb,Forum Research,2013-08-29,,"chow,rob_ford,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.05,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-127e27bb,Forum Research,2013-08-29,,"chow,rob_ford,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.24,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-4d46f0e0,Forum Research,2013-08-29,,"rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.16,True
toronto_2014,2014-10-27,toronto_2014-2013-08-29-4d46f0e0,Forum Research,2013-08-29,,"rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.4,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-4d46f0e0,Forum Research,2013-08-29,,"rob_ford,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.44,False
toronto_2014,2014-10-27,toronto_2014-2013-08-29-dcebef42,Forum Research,2013-08-29,,rob_ford,https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.61,True
toronto_2014,2014-10-27,toronto_2014-2013-08-29-dcebef42,Forum Research,2013-08-29,,rob_ford,https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.39,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-b90dc200,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.39,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-b90dc200,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.1,True
toronto_2014,2014-10-27,toronto_2014-2013-11-04-b90dc200,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.29,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-b90dc200,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.06,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-b90dc200,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.16,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-d0e9e15c,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.14,True
toronto_2014,2014-10-27,toronto_2014-2013-11-04-d0e9e15c,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.29,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-d0e9e15c,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.04,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-d0e9e15c,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.22,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-d0e9e15c,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.31,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.3137,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0686,True
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.2549,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.0196,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.098,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-ef100e47,Forum Research,2013-11-04,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.2451,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-f846e0fb,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.21,True
toronto_2014,2014-10-27,toronto_2014-2013-11-04-f846e0fb,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-f846e0fb,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.08,False
toronto_2014,2014-10-27,toronto_2014-2013-11-04-f846e0fb,Forum Research,2013-11-04,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.38,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-6a9b9d1e,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.4356,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-6a9b9d1e,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0,True
toronto_2014,2014-10-27,toronto_2014-2013-11-12-6a9b9d1e,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.2772,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-6a9b9d1e,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.0693,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-6a9b9d1e,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.2178,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-7d87bc74,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0,True
toronto_2014,2014-10-27,toronto_2014-2013-11-12-7d87bc74,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.22,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-7d87bc74,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.07,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-7d87bc74,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.3,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-7d87bc74,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.41,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-a25ac730,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.01,True
toronto_2014,2014-10-27,toronto_2014-2013-11-12-a25ac730,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.33,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-a25ac730,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.14,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-a25ac730,Ipsos-Reid,2013-11-12,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.52,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.36,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0,True
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.2,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.03,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.13,False
toronto_2014,2014-10-27,toronto_2014-2013-11-12-e5e824f2,Ipsos-Reid,2013-11-12,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.28,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.3366,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0594,True
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.3069,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.0297,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.0693,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-0434843b,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.198,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.3366,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.0297,True
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.3069,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.0396,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.0693,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-28fc3455,Forum Research,2013-11-24,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.2178,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-3ace1d90,Forum Research,2013-11-24,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.12,True
toronto_2014,2014-10-27,toronto_2014-2013-11-24-3ace1d90,Forum Research,2013-11-24,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.35,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-3ace1d90,Forum Research,2013-11-24,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.13,False
toronto_2014,2014-10-27,toronto_2014-2013-11-24-3ace1d90,Forum Research,2013-11-24,,"rob_ford,soknacki,stintz",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.4,False
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.3,False
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.05,True
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.35,False
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.03,False
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.05,False
toronto_2014,2014-10-27,toronto_2014-2014-01-06-f94510f4,Forum Research,2014-01-06,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.22,False
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.31,False
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.04,True
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.3,False
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,soknacki,Soknacki,0.04,False
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,stintz,Stintz,0.07,False
toronto_2014,2014-10-27,toronto_2014-2014-01-22-17ee9410,Forum Research,2014-01-22,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,tory,Tory,0.24,False
toronto_2014,2014-10-27,toronto_2014-2014-02-09-ad636993,Forum Research,2014-02-09,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,chow,Chow,0.35,False
toronto_2014,2014-10-27,toronto_2014-2014-02-09-ad636993,Forum Research,2014-02-09,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,residual,Other / undecided,0.04,True
toronto_2014,2014-10-27,toronto_2014-2014-02-09-ad636993,Forum Research,2014-02-09,,"chow,rob_ford,soknacki,stintz,tory",https://en.wikipedia.org/wiki/2014_Toronto_mayoral_election,rob_ford,R. Ford,0.3,False
