dataset_year,doi,dataset_id,dataset_version,codebook_file_id,codebook_label,expected_bytes,actual_bytes,sha256,md5,zip_ok,page_count,visual_qa,fieldwork_start,fieldwork_end,sample_size,classification,ballot_scenario_count,leaning_follow_up_present,named_candidate_universe,mapping_status,proxy_date,date_relation,legacy_poll_ids,paired_restricted_file_id,paired_restricted_label,results_present,usable_weight_variable_identified,source_notes
2013,doi:10.5683/SP3/2ANYFR,356,3.5,8640,FO3K Codebook (incomplete).docx,310980,310980,4d6f9f3a0b492c510da32e94544ee470f9810c0736c13e784bcf16c179d8558d,83231c1eeba193fbe3382cae669cfd64,True,6,pass,2013-11-04,2013-11-04,1418,relevant,4,False,Rob Ford | Karen Stintz | David Soknacki | Olivia Chow | John Tory,likely_match_not_promoted,2013-11-04,same_date,toronto_2014-2013-11-04-b90dc200 | toronto_2014-2013-11-04-d0e9e15c | toronto_2014-2013-11-04-ef100e47 | toronto_2014-2013-11-04-f846e0fb,8642,FO3K_DATA_20131219.tab,False,False,"Filename says incomplete; questionnaire and response value labels are present, but results and a usable weight variable/formula are absent."
2013,doi:10.5683/SP3/2ANYFR,356,3.5,8629,FO4I Codebook (incomplete).docx,320400,320400,1a6f74898b1d585fcd15e09644d8b64f1535478a5b1d9a72d775ccc7a15d1d3d,134403a66df73b5e541232f08fc205b3,True,10,pass,2013-12-09,2013-12-09,914,relevant,7,False,Rob Ford | Karen Stintz | David Soknacki | Olivia Chow | John Tory,no_safe_proxy_match,,,,8646,FO4i_DATA_20131219.tab,False,False,"Filename says incomplete; questionnaire and response value labels are present, but results and a usable weight variable/formula are absent."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9028,FO4M Codebook.docx,304527,304527,507a349e1fc8ef83f12a927d585cdbb421e0d74b5cb38f1e0c0de6f7e78cf951,05f8fac74337a19613db24583b1143b7,True,9,pass,2014-01-06,2014-01-06,1105,relevant,7,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-01-06,same_date,toronto_2014-2014-01-06-f94510f4,9120,FO4M_DATA_20140311.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9033,FO4U Codebook.docx,304182,304182,7a7f16861cb18dbd8232c8154b0aa4d2215582084f6ead6261084c51e217ce5e,570209e8c6fd0bebcdb7580d4e095518,True,8,pass,2014-01-22,2014-01-22,1063,relevant,7,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-01-22,same_date,toronto_2014-2014-01-22-17ee9410,9124,FO4U_DATA_20140311.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9030,FO4Z Codebook.docx,305190,305190,32dfa0f7fd9e7dda774560b06de86fa7dc4e07ad0f4eb1c422321c41a4682749,967352519cf6d34b9be6409e2eb5514a,True,8,pass,2014-02-06,2014-02-06,769,relevant,8,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow | Norm Gardner,likely_match_not_promoted,2014-02-09,date_shift,toronto_2014-2014-02-09-ad636993 | toronto_2014-2014-02-09-dd29b723,9119,FO4Z_DATA_20140314.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9034,FO5F Codebook.docx,304549,304549,815121477016023cc778e2196e64d509129b94a2b57beab4c04d1f54350dcad6,3ea74c3fe3be509f1d676d7e689c1154,True,8,pass,2014-02-24,2014-02-24,1063,relevant,5,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-02-24,same_date,toronto_2014-2014-02-24-59cb828a | toronto_2014-2014-02-24-d2896f09 | toronto_2014-2014-02-24-ebbbbd3a,9123,FO5F_DATA_20140314.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9026,FO5K Codebook.docx,305839,305839,9eef3f696978b95e39226c9a0fc0c6931bee82d9f9d2c335aa2d6f5ddc96cc9f,edcb3e1e16aa8d67fe3a0460b3feb09c,True,9,pass,2014-03-13,2014-03-13,1271,relevant,3,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-03-13,same_date,toronto_2014-2014-03-13-b2122bbc | toronto_2014-2014-03-13-cd5b72f3,9122,FO5K_DATA_20140620.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9027,FO5U Codebook.docx,299434,299434,41f953d947c01aef27f949b273f76b7fa6cc8be97b3cd10fd1485748bc3cc2ca,7d723a009e5fe2a2e8167745991f313b,True,5,pass,2014-03-27,2014-03-27,1271,relevant,2,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-03-27,same_date,toronto_2014-2014-03-27-2d4bc707 | toronto_2014-2014-03-27-da2b1b5d,9118,FO5U_DATA_20140708.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9029,FO6G Codebook.docx,307208,307208,4bb2553d7254fd6a1c7146124e64d82e752d2587ce2de6a5fb6fb6e7efedcddf,4c687786f20b380ad9a3c4698892b2de,True,10,pass,2014-04-14,2014-04-14,882,relevant,6,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-04-14,same_date,toronto_2014-2014-04-14-21adb36a | toronto_2014-2014-04-14-6b1c4967 | toronto_2014-2014-04-14-6de26188,9125,FO6G_DATA_20140710.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9031,FO6N Codebook.docx,306864,306864,c3647e2120aefa9f9369b52acef3aa17413c3acd4966e4c6175987f071cc4793,37db17de7f169cbf60cd476c0afe27b2,True,9,pass,2014-05-01,2014-05-01,888,relevant,3,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-05-01,same_date,toronto_2014-2014-05-01-63bee463 | toronto_2014-2014-05-01-e88f6159 | toronto_2014-2014-05-01-ef18a380,9117,FO6N_DATA_20140709.tab,False,False,
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9032,FO7N Codebook.docx,306773,306773,64b1e772aeb73be42cbd688d7a99dc5b133d1a616c71ac83b9d88adb7ad45cbf,3b110936348e5d14e00e54e3b58b6fbe,True,9,pass,2014-05-06,2014-05-06,944,relevant,4,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,no_safe_proxy_match,,,,9121,FO7N_DATA_20140709.tab,False,False,"Title says June 2014 while the survey date is May 6, 2014."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9446,FO8H Codebook.docx,305769,305769,d4999ebffe7ec9677cad079507b48a1c3090571fea80bfe605507f5450bd4c84,75a30931ae401304c5a1acfd1d512c11,True,8,pass,2014-07-02,2014-07-02,1182,relevant,4,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-07-02,same_date,toronto_2014-2014-07-02-30237a62 | toronto_2014-2014-07-02-7afc20a5 | toronto_2014-2014-07-02-810c9dea | toronto_2014-2014-07-02-f0332833,9453,FO8H_DATA_20141031.tab,False,False,"Title says March 2014 while the survey date is July 2, 2014."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9444,FO8U Codebook.docx,306293,306293,26644ff732fdd8c528eda63054797385bd1128eb769755ce8b912266f104676a,ae285e1d515bdae74df07133a98420ea,True,8,pass,2014-08-06,2014-08-06,1268,relevant,3,False,Rob Ford | John Tory | Karen Stintz | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-08-06,same_date,toronto_2014-2014-08-06-52196426 | toronto_2014-2014-08-06-820ca818,9449,FO8U_SPSS.tab,False,False,"Title says March 2014 while the survey date is August 6, 2014."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9447,FO9G Codebook.docx,307417,307417,3242013726536d408ce0cf480cc23be34b45f44525f53fa1e012d59ae2b9514b,072732d0ecd7675976ff35eac2147cf8,True,9,pass,2014-09-08,2014-09-08,1069,relevant,3,False,Rob Ford | John Tory | David Soknacki | Olivia Chow,likely_match_not_promoted,2014-09-08,same_date,toronto_2014-2014-09-08-98eb25b6 | toronto_2014-2014-09-08-b82e0bbf | toronto_2014-2014-09-08-dd81d126,9452,FO9G_SPSS.tab,False,False,"Title says March 2014 while the survey date is September 8, 2014. | Q2b repeats a three-candidate stem but its response labels omit Olivia Chow."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9445,FOAG Codebook.docx,299581,299581,df215b512f8f714c25d43d29c151247200ba8f8e00de4798cb313532a1d26277,56b63d9212069df06da099f3d016ff34,True,4,pass,2014-10-06,2014-10-06,1218,relevant,1,True,Doug Ford | John Tory | Olivia Chow,likely_match_not_promoted,2014-10-06,same_date,toronto_2014-2014-10-06-400594e6,9451,FOAG_SPSS.tab,False,False,"Title says March 2014 while the survey date is October 6, 2014. | Q1a stem says Rob Ford but response labels say Doug Ford; response labels reflect the post-withdrawal field."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,9448,FOCA Codebook.docx,307377,307377,23668267525063f4b4cea0ee01599f45ecccd30b0808511943e4842c4b3a9a06,f58cc499658c2c6cdde1fc3538251aeb,True,9,pass,2014-11-25,2014-11-25,950,not_relevant,0,False,,not_applicable,,,,9450,FOCA_SPSS.tab,False,False,"Title says March 2014 while the survey date is November 25, 2014. | A vote-recall stem says 2010 although its labels name 2014 candidates."
2014,doi:10.5683/SP3/IM2A0R,886,5.4,10271,FOCK Codebook.docx,313743,313743,1dad164e93a4f8246d1aaf05841905c74b2e29aad768ed7fca0b9988b6dd3109,4e4985b06aed14db4001a42b8309b987,True,9,pass,2014-12-17,2014-12-18,1001,not_relevant,0,False,,not_applicable,,,,10272,FOCK_SPSS_20150520_FORMATTED.tab,False,False,"First-page sample/description text says National Adult/Ontario Provincial despite Toronto coverage. | Paired restricted-data filename contains 2015 although the codebook dates the survey December 17–18, 2014."
2018,doi:10.5683/SP2/QCPM89,71163,3.1,71165,Toronto - February 2018 - Codebook.docx,314272,314272,d2c3302dc635716548cae299382be94d73b827635072bbc45e1356c7d553f029,085124526ac837156d81fbcd3f24eb39,True,7,pass,2018-02-07,2018-02-08,977,not_relevant,0,False,,not_applicable,,,,71164,Toronto - February 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,72467,Toronto - June 2018 - Codebook.docx,313665,313665,0bb8d86ffbef92549ad52c42acf88fc3fcf2946ed33e9e92081973f832d93304,f59bf054914fb390dd7b5d9f58720c66,True,8,pass,2018-06-26,2018-06-30,2548,not_relevant,0,False,,not_applicable,,,,72464,Toronto - June 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,72463,Toronto - July 26-29 2018 - Codebook.docx,316206,316206,a5c1ea6f704ef1d144dc1df9896d84d962a334d0cf5e10a86d916faaf4be55b8,3c5071bae99d4bea464cfa656b037884,True,8,pass,2018-07-26,2018-07-29,2197,not_relevant,0,False,,not_applicable,,,,72466,Toronto - July 26-29 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,72461,Toronto - July 27 2018 - Codebook.docx,309506,309506,e317d1cbd5b93e0353be79e55c2b70e6f66c3d4cff1aa7d8ca458b048ea74a79,91970bd7c0b6071610ebcbc039df18d2,True,7,pass,2018-07-27,2018-07-27,1362,relevant,1,True,John Tory | Jennifer Keesmaat,likely_match_not_promoted,2018-07-27,same_date,toronto_2018-2018-07-27-4dbe1c75,72465,Toronto - July 27 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,72460,Toronto - August 2018 - Codebook.docx,313044,313044,113dacd36c88f42ac74e82a58323109527c5d896562062545a6c5d561041d280,f1f82df41b7ee762262273d3cc8eb14d,True,7,pass,2018-08-23,2018-08-26,1264,relevant,1,True,John Tory | Jennifer Keesmaat,likely_match_not_promoted,2018-08-27,date_shift,toronto_2018-2018-08-27-ab6de01e,72462,Toronto - August 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,75076,Toronto - September 6 2018 - Codebook.docx,312635,312635,979313d9f3df2167074cc469239b5b4f1d0d4ef87f55b52b8be4fff783db04a5,96a7bc60e77646dbfb23c19214c63347,True,7,pass,2018-09-06,2018-09-06,1206,relevant,1,True,John Tory | Jennifer Keesmaat,no_safe_proxy_match,,,,75073,Toronto - September 6 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,75072,Toronto - September 20-23 2018 - Codebook.docx,316204,316204,c2a2efcd76529269550f5d83c1944d46e03178b955c569837f9578eed76b78c9,2bf93a5dd16d6825061b244cac39e370,True,9,pass,2018-09-20,2018-09-23,944,relevant,1,True,John Tory | Jennifer Keesmaat,likely_match_not_promoted,2018-09-24,date_shift,toronto_2018-2018-09-24-1e18acf4,75075,Toronto - September 20-23 2018 - Dataset.tab,False,False,
2018,doi:10.5683/SP2/QCPM89,71163,3.1,75078,Toronto - October 1-3 2018 - Codebook.docx,318599,318599,bedc0fb229b821709caaf66dfb3785abbad2a2e5b55a308f3a4d9f9bc7de0c92,edadbda78c8869614a9fa1948040dee4,True,9,pass,2018-10-01,2018-10-03,987,relevant,1,True,John Tory | Jennifer Keesmaat,likely_match_not_promoted,2018-10-05,date_shift,toronto_2018-2018-10-05-34b8524e,75079,Toronto - October 1-3 2018 - Dataset.tab,False,False,Screener S2 has a mayoral-ballot stem but geography response labels; Q1A is the actual ballot.
2018,doi:10.5683/SP2/QCPM89,71163,3.1,75077,Toronto - October 9-10 2018 - Codebook.docx,314130,314130,2169430d65c7b1b240050495cff691d8cd24c0aee8e973fcb47e933555f28da0,348c5ffa012c3e1dd607ceef9bba97f3,True,7,pass,2018-10-09,2018-10-10,1206,relevant,1,True,John Tory | Jennifer Keesmaat,likely_match_not_promoted,2018-10-10,same_date,toronto_2018-2018-10-10-1c17f752,75080,Toronto - October 9-10 2018 - Dataset.tab,False,False,Screener S1 says eligible for federal elections in a municipal survey.
2018,doi:10.5683/SP2/QCPM89,71163,3.1,75074,Toronto - October 19 2018 - Codebook.docx,308601,308601,d3029b850ada6d56724f57e971dd9f6e4c1c0b4cfae60da4c06c0f2a9415915f,68ef91886372639321437f9351065f10,True,5,pass,2018-10-19,2018-10-19,265,not_relevant,0,False,,not_applicable,,,,75071,Toronto - October 19 2018 - Dataset.tab,False,False,
