prior_election,election_year,ward,incumbent_name,prior_share,prior_margin,candidate_count,log_candidate_count,returning_runner_up,first_term,incumbent_won
2006,2010,16,STINTZ KAREN,0.6458651538293694,0.520692413993745,4,1.3862943611198906,0.0,0.0,1
2006,2010,17,PALACIO CESAR,0.4231241234221599,0.024631837307152904,7,1.9459101490553132,0.0,0.0,1
2006,2010,20,VAUGHAN ADAM,0.5165161205248237,0.16483154216390855,5,1.6094379124341003,0.0,1.0,1
2006,2010,21,MIHEVC JOE,0.5667483374168708,0.33391669583479167,6,1.791759469228055,0.0,0.0,1
2006,2010,23,FILION JOHN,0.5744225279003374,0.23475214118868415,5,1.6094379124341003,0.0,0.0,1
2006,2010,24,SHINER DAVID,0.5407303370786517,0.24672284644194759,4,1.3862943611198906,0.0,0.0,1
2006,2010,25,JENKINS CLIFF,0.5829668718850777,0.3786279683377309,4,1.3862943611198906,0.0,1.0,0
2006,2010,26,PARKER JOHN,0.2011103151862464,0.01277459407831899,7,1.9459101490553132,1.0,1.0,1
2006,2010,28,MCCONNELL PAM,0.6275764565815909,0.5220626534712405,6,1.791759469228055,1.0,0.0,1
2006,2010,30,FLETCHER PAULA,0.6020787497154996,0.33882103027084437,8,2.0794415416798357,0.0,0.0,1
2006,2010,31,DAVIS JANET,0.6591392330816043,0.3521519172959895,7,1.9459101490553132,0.0,0.0,1
2006,2010,32,BUSSIN SANDRA,0.6975196612220206,0.6110102843315185,9,2.1972245773362196,0.0,0.0,0
2006,2010,33,CARROLL SHELLEY,0.5926808348422758,0.456971314209473,4,1.3862943611198906,0.0,0.0,1
2006,2010,34,MINNAN-WONG DENZIL,0.6067190506735086,0.34693713919178965,3,1.0986122886681098,0.0,0.0,1
2006,2010,35,HEAPS ADRIAN,0.2378225806451613,0.007177419354838704,10,2.302585092994046,1.0,1.0,0
2006,2010,37,THOMPSON MICHAEL,0.8714649218466012,0.7919302071973828,4,1.3862943611198906,0.0,0.0,1
2006,2010,38,DE BAEREMAEKER GLENN,0.6185500144133756,0.5227010665897954,5,1.6094379124341003,1.0,0.0,1
2006,2010,39,DEL GRANDE MIKE,0.6815575524176294,0.5199828840393667,3,1.0986122886681098,0.0,0.0,1
2006,2010,40,KELLY NORM,0.7903627177437599,0.6683508031068547,4,1.3862943611198906,0.0,1.0,1
2006,2010,41,LEE CHIN,0.3782315731573157,0.1496837183718372,3,1.0986122886681098,0.0,1.0,1
2006,2010,42,CHO RAYMOND,0.5218361936654109,0.2648946560625088,9,2.1972245773362196,0.0,0.0,1
2006,2010,43,AINSLIE PAUL,0.3872650492672021,0.10673180425602391,5,1.6094379124341003,0.0,1.0,1
2006,2010,44,MOESER RON,0.4128177358730968,0.003886092883990555,4,1.3862943611198906,1.0,1.0,1
2010,2014,1,CRISANTI VINCENT,0.4073553352079325,0.03766464407281339,12,2.4849066497880004,0.0,1.0,1
2010,2014,6,GRIMES MARK,0.6042099021642455,0.31529795434331465,12,2.4849066497880004,0.0,0.0,1
2010,2014,7,MAMMOLITI GIORGIO,0.4379717755169018,0.1425172300623564,8,2.0794415416798357,1.0,0.0,1
2010,2014,8,PERRUZZA ANTHONY,0.4146405687702975,0.030896164311419283,6,1.791759469228055,0.0,0.0,1
2010,2014,9,AUGIMERI MARIA,0.4433241177427224,0.007236949097414291,6,1.791759469228055,1.0,0.0,1
2010,2014,10,PASTERNAK JAMES,0.1915590321993814,0.023164150142501894,6,1.791759469228055,0.0,1.0,1
2010,2014,11,NUNZIATA FRANCES,0.6678913029707988,0.5228352441882562,3,1.0986122886681098,0.0,0.0,1
2010,2014,12,DI GIORGIO FRANK,0.2705558449289381,0.03140114591859508,4,1.3862943611198906,1.0,0.0,1
2010,2014,13,DOUCETTE SARAH,0.4704457590013507,0.10279938515999809,12,2.4849066497880004,0.0,1.0,1
2010,2014,14,PERKS GORD,0.5181051737732759,0.3483957057075272,6,1.791759469228055,0.0,0.0,1
2010,2014,15,COLLE JOSH,0.4037541628822282,0.07683923705722062,5,1.6094379124341003,0.0,1.0,1
2010,2014,17,PALACIO CESAR,0.4281341310699875,0.09231946570196187,4,1.3862943611198906,0.0,0.0,1
2010,2014,18,BAILÃO ANA,0.4375435661508434,0.09521817928342391,12,2.4849066497880004,0.0,1.0,1
2010,2014,19,LAYTON MIKE,0.4538671972146232,0.2446157672220841,4,1.3862943611198906,0.0,1.0,1
2010,2014,21,MIHEVC JOE,0.5624642161914577,0.2574144051299669,4,1.3862943611198906,0.0,0.0,1
2010,2014,22,MATLOW JOSH,0.5239228125826064,0.16983875231297912,4,1.3862943611198906,0.0,1.0,1
2010,2014,23,FILION JOHN,0.6585706712929498,0.5402149294009928,6,1.791759469228055,0.0,0.0,1
2010,2014,24,SHINER DAVID,0.5838650613105476,0.3072185540697997,5,1.6094379124341003,0.0,0.0,1
2010,2014,25,ROBINSON JAYE,0.4549385749385749,0.02466830466830472,5,1.6094379124341003,0.0,1.0,1
2010,2014,26,PARKER JOHN,0.3127773295683743,0.020925776522791373,6,1.791759469228055,1.0,0.0,0
2010,2014,27,WONG-TAM KRISTYN,0.2827679477065254,0.01735602389270824,10,2.302585092994046,0.0,1.0,1
2010,2014,28,MCCONNELL PAM,0.6285638719915366,0.43126157101295953,14,2.6390573296152584,0.0,0.0,1
2010,2014,29,FRAGEDAKIS MARY,0.4181439585795486,0.1386684675558557,6,1.791759469228055,0.0,1.0,1
2010,2014,30,FLETCHER PAULA,0.453562373881099,0.013400941687794266,6,1.791759469228055,1.0,0.0,1
2010,2014,31,DAVIS JANET,0.6327200679309369,0.5226153410699124,9,2.1972245773362196,0.0,0.0,1
2010,2014,32,MCMAHON MARY-MARGARET,0.6514396218306833,0.39368285345938975,12,2.4849066497880004,1.0,1.0,1
2010,2014,33,CARROLL SHELLEY,0.5765909585661418,0.37435599738770786,5,1.6094379124341003,0.0,0.0,1
2010,2014,34,MINNAN-WONG DENZIL,0.5341846398240362,0.1380216288873954,6,1.791759469228055,0.0,0.0,1
2010,2014,35,BERARDINETTI MICHELLE,0.5045324572610573,0.13828557522662283,9,2.1972245773362196,0.0,1.0,1
2010,2014,36,CRAWFORD GARY,0.2524863466513365,0.024259844782983625,8,2.0794415416798357,1.0,1.0,1
2010,2014,37,THOMPSON MICHAEL,0.8363646414948311,0.7495162806125271,3,1.0986122886681098,0.0,0.0,1
2010,2014,38,DE BAEREMAEKER GLENN,0.6244267978973269,0.3704842858740633,11,2.3978952727983707,0.0,0.0,1
2010,2014,40,KELLY NORM,0.74000594000594,0.6250668250668251,3,1.0986122886681098,0.0,0.0,1
2010,2014,41,LEE CHIN,0.7061635361601619,0.5533123383196491,5,1.6094379124341003,0.0,0.0,1
2010,2014,42,CHO RAYMOND,0.5293023255813953,0.19280293757649936,11,2.3978952727983707,1.0,0.0,1
2010,2014,43,AINSLIE PAUL,0.6055926815026277,0.31752416791020577,5,1.6094379124341003,0.0,0.0,1
2010,2014,44,MOESER RON,0.474559686888454,0.013232690336408615,15,2.70805020110221,1.0,0.0,1
2018,2022,2,Holyday Stephen,0.3857839905050771,0.0312804958459712,5,1.6094379124341003,0.0,1.0,1
2018,2022,3,Grimes Mark,0.4090031676895664,0.1371510591961988,6,1.791759469228055,1.0,1.0,0
2018,2022,4,Perks Gord,0.4455320159354141,0.22969158114133448,6,1.791759469228055,0.0,1.0,1
2018,2022,5,Nunziata Frances,0.3218105423987777,0.10508021390374342,3,1.0986122886681098,0.0,1.0,1
2018,2022,6,Pasternak James,0.4760904485357716,0.09621483586638652,4,1.3862943611198906,0.0,1.0,1
2018,2022,7,Perruzza Anthony,0.3680028253575843,0.11968038142327386,3,1.0986122886681098,0.0,1.0,1
2018,2022,8,Colle Mike,0.4133622712341623,0.19647465978413892,5,1.6094379124341003,0.0,1.0,1
2018,2022,12,Matlow Josh,0.5160481317289424,0.0946675110829639,4,1.3862943611198906,0.0,1.0,1
2018,2022,14,Fletcher Paula,0.4227007880079057,0.16086141841423035,5,1.6094379124341003,0.0,1.0,1
2018,2022,15,Robinson Jaye,0.4921559702624791,0.05398270368684571,4,1.3862943611198906,0.0,1.0,1
2018,2022,17,Carroll Shelley,0.4043833097053527,0.11502356412123071,6,1.791759469228055,0.0,1.0,1
2018,2022,19,Bradford Brad,0.3856078600734182,0.007773698985100386,7,1.9459101490553132,0.0,1.0,1
2018,2022,20,Crawford Gary,0.3572521679986397,0.013977214759394674,8,2.0794415416798357,0.0,1.0,1
2018,2022,21,Thompson Michael,0.6905159459008182,0.6221405910836534,6,1.791759469228055,1.0,1.0,1
2018,2022,24,Ainslie Paul,0.668153316258942,0.5827960787777092,4,1.3862943611198906,0.0,1.0,1
2018,2022,25,McKelvie Jennifer,0.4021171342581381,0.005327429342373735,3,1.0986122886681098,0.0,1.0,1
