poll_reading_id,response_option_id,response_kind,candidate_id,candidate_name,candidate_observation_status,response_label,option_order,reported_value,share,notes
nanos_jul_raw,candidate-sarah-thomson,candidate,thomson,Sarah Thomson,individually_published,Sarah Thomson,6,1.3,0.013,Stat-sheet row order only; the question says order was rotated.
nanos_jul_raw,unsure,undecided,,,,Unsure,7,13.1,0.131,Unsure remains distinct from any candidate-tail quantity.
nanos_jul_initially_unsure_leaning,candidate-rob-ford,candidate,rob-ford,Rob Ford,individually_published,Rob Ford,1,.8,0.008,Exact detailed stat-sheet token retained.
nanos_jul_initially_unsure_leaning,candidate-olivia-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,2,9.7,0.097,Document display order only.
nanos_jul_initially_unsure_leaning,candidate-john-tory,candidate,tory,John Tory,individually_published,John Tory,3,5.4,0.054,Document display order only.
nanos_jul_initially_unsure_leaning,candidate-karen-stintz,candidate,stintz,Karen Stintz,individually_published,Karen Stinz,4,.6,0.006,Source misspells the response label Stinz; canonical candidate name remains Karen Stintz.
nanos_jul_initially_unsure_leaning,candidate-david-soknacki,candidate,soknacki,David Soknacki,individually_published,David Soknacki,5,0%,0,Summary chart publishes zero; the detailed stat sheet omits the zero-response row.
nanos_jul_initially_unsure_leaning,candidate-sarah-thomson,candidate,thomson,Sarah Thomson,individually_published,Sarah Thomson,6,0%,0,Summary chart publishes zero; the detailed stat sheet omits the zero-response row.
nanos_jul_initially_unsure_leaning,unsure,undecided,,,,Unsure,7,83.6,0.836,Published total is 100.1% because of source rounding; preserved without adjustment.
nanos_jul_vote_profile,candidate-rob-ford,candidate,rob-ford,Rob Ford,individually_published,Rob Ford,1,19.3,0.193,Document row order only.
nanos_jul_vote_profile,candidate-olivia-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,2,29.1,0.291,Document row order only.
nanos_jul_vote_profile,candidate-john-tory,candidate,tory,John Tory,individually_published,John Tory,3,34.8,0.348,Document row order only.
nanos_jul_vote_profile,candidate-david-soknacki,candidate,soknacki,David Soknacki,individually_published,David Soknacki,4,.9,0.009,Exact stat-sheet token retained.
nanos_jul_vote_profile,candidate-karen-stintz,candidate,stintz,Karen Stintz,individually_published,Karen Stinz,5,3.7,0.037,Source misspells the response label Stinz; canonical candidate name remains Karen Stintz.
nanos_jul_vote_profile,candidate-sarah-thomson,candidate,thomson,Sarah Thomson,individually_published,Sarah Thomson,6,1.3,0.013,Document row order only.
nanos_jul_vote_profile,unsure,undecided,,,,Unsure,7,10.9,0.109,Unsure remains distinct from any candidate-tail quantity.
nanos_jul_ballot,candidate-rob-ford,candidate,rob-ford,Rob Ford,individually_published,Rob Ford,1,21.7,0.217,Document row order only.
nanos_jul_ballot,candidate-olivia-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,2,32.7,0.327,Document row order only.
nanos_jul_ballot,candidate-john-tory,candidate,tory,John Tory,individually_published,John Tory,3,39.1,0.391,Document row order only.
nanos_jul_ballot,candidate-david-soknacki,candidate,soknacki,David Soknacki,individually_published,David Soknacki,4,1.0,0.010,Document row order only.
nanos_jul_ballot,candidate-karen-stintz,candidate,stintz,Karen Stintz,individually_published,Karen Stinz,5,4.1,0.041,Source misspells the response label Stinz; canonical candidate name remains Karen Stintz.
nanos_jul_ballot,candidate-sarah-thomson,candidate,thomson,Sarah Thomson,individually_published,Sarah Thomson,6,1.5,0.015,Published total is 100.1% because of source rounding; preserved without adjustment.
maple_leaf_jul_all,candidate-rob-ford,candidate,rob-ford,Rob Ford,individually_published,Rob Ford,1,23%,0.23,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_all,candidate-john-tory,candidate,tory,John Tory,individually_published,John Tory,2,30%,0.30,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_all,candidate-olivia-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,26%,0.26,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_all,candidate-karen-stintz,candidate,stintz,Karen Stintz,individually_published,Karen Stintz,4,3%,0.03,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_all,candidate-david-soknacki,candidate,soknacki,David Soknacki,individually_published,David Soknacki,5,3%,0.03,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_all,undecided,undecided,,,,Undecided [VOL],6,6%,0.06,Volunteered undecided response; retained separately.
maple_leaf_jul_all,would-not-vote,would_not_vote,,,,Would not vote [VOL],7,1%,0.01,Volunteered nonvoter response; not treated as undecided.
maple_leaf_jul_all,dont-know,dont_know,,,,Don't know [VOL],8,4%,0.04,Volunteered don't-know response; retained separately.
maple_leaf_jul_all,refused,refusal,,,,Refused [VOL],9,3%,0.03,Published total is 99% because of source rounding; preserved without adjustment.
maple_leaf_jul_decided,candidate-rob-ford,candidate,rob-ford,Rob Ford,individually_published,Rob Ford,1,27%,0.27,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_decided,candidate-john-tory,candidate,tory,John Tory,individually_published,John Tory,2,35%,0.35,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_decided,candidate-olivia-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,31%,0.31,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_decided,candidate-karen-stintz,candidate,stintz,Karen Stintz,individually_published,Karen Stintz,4,4%,0.04,Document row order only; the question says candidate order was randomized.
maple_leaf_jul_decided,candidate-david-soknacki,candidate,soknacki,David Soknacki,individually_published,David Soknacki,5,4%,0.04,Published total is 101% because of source rounding; preserved without adjustment.
nanos_sep_all,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,21.7,0.217,Precise stat-sheet value.
nanos_sep_all,candidate-doug-ford,candidate,doug-ford,Doug Ford,individually_published,Doug Ford,2,25.3,0.253,Precise stat-sheet value.
nanos_sep_all,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,3,45.5,0.455,Precise stat-sheet value.
nanos_sep_all,unsure,undecided,,,,Unsure,4,7.5,0.075,Unsure remains distinct from any candidate-tail quantity.
nanos_sep_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,23.5,0.235,Precise stat-sheet value.
nanos_sep_decided,candidate-doug-ford,candidate,doug-ford,Doug Ford,individually_published,Doug Ford,2,27.4,0.274,Precise stat-sheet value.
nanos_sep_decided,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,3,49.2,0.492,Published total is 100.1% because of source rounding.
viewpoints_may2_raw,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,21.1%,0.211,Source-exact PDF label and value.
viewpoints_may2_raw,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,9.9%,0.099,Source-exact PDF label and value.
viewpoints_may2_raw,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,3,6.6%,0.066,The source uses the accented label; the canonical name and response label preserve it.
viewpoints_may2_raw,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,4,7.6%,0.076,Source-exact PDF label and value.
viewpoints_may2_raw,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,5,12.2%,0.122,Source-exact PDF label and value.
viewpoints_may2_raw,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,3.7%,0.037,Source-exact PDF label and value.
viewpoints_may2_raw,someone-else,other,,,,Someone else,7,5.1%,0.051,Someone else is a published response and not an Unmeasured Candidate Tail estimate.
viewpoints_may2_raw,not-sure,dont_know,,,,Not sure,8,34.0%,0.340,Source-exact category retained separately from Someone else.
viewpoints_may2_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,1,32%,0.32,Dependent decided-vote reading.
viewpoints_may2_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,15%,0.15,Dependent decided-vote reading.
viewpoints_may2_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,3,10%,0.10,The source uses the accented label; the canonical name and response label preserve it.
viewpoints_may2_decided,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,4,11%,0.11,Dependent decided-vote reading.
viewpoints_may2_decided,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,5,19%,0.19,Dependent decided-vote reading.
viewpoints_may2_decided,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,6,6%,0.06,Dependent decided-vote reading.
viewpoints_may2_decided,someone-else,other,,,,Someone else,7,8%,0.08,Published total is 101% because of source rounding.
viewpoints_jun19_raw,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,1,9.7%,0.097,The source uses the accented label; the canonical name and response label preserve it.
viewpoints_jun19_raw,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,6.8%,0.068,Source-exact PDF label and value.
viewpoints_jun19_raw,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,28.7%,0.287,Source-exact PDF label and value.
viewpoints_jun19_raw,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,7.8%,0.078,Source-exact PDF label and value.
viewpoints_jun19_raw,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,5.0%,0.050,Source-exact PDF label and value.
viewpoints_jun19_raw,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,8.0%,0.080,Source-exact PDF label and value.
viewpoints_jun19_raw,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,13.0%,0.130,Source-exact PDF label and value.
viewpoints_jun19_raw,someone-else,other,,,,Someone else,8,2.9%,0.029,Someone else is a published response and not an Unmeasured Candidate Tail estimate.
viewpoints_jun19_raw,not-sure,dont_know,,,,Not sure,9,18.2%,0.182,Source-exact category retained separately from Someone else.
viewpoints_jun19_leaning,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,1,12%,0.12,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,8%,0.08,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,35%,0.35,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,10%,0.10,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,6%,0.06,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,10%,0.10,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,16%,0.16,Dependent decided-plus-leaning reading.
viewpoints_jun19_leaning,someone-else,other,,,,Someone else,8,4%,0.04,Published total is 101% because of source rounding.
dart_2018_head_to_head,candidate-tory,candidate,tory,John Tory,individually_published,John Tory,,62,0.62,Published only in factum prose; no response-option order or missing remainder is inferred.
dart_2018_head_to_head,candidate-keesmaat,candidate,keesmaat,Jennifer Keesmaat,individually_published,Jennifer Keesmaat,,27,0.27,Published only in factum prose; no response-option order or missing remainder is inferred.
probit_2018_all,candidate-tory,candidate,tory,John Tory,individually_published,Tory,1,43,0.43,Source-exact chart label retained.
probit_2018_all,candidate-keesmaat,candidate,keesmaat,Jennifer Keesmaat,individually_published,Keesmaat,2,21,0.21,Source-exact chart label retained.
probit_2018_all,candidate-goldy-faith,candidate,toronto_2018:goldy-faith,Faith Goldy,individually_published,Goldy,3,2,0.02,Faith Goldy is a named candidate response and is not folded into residual support.
probit_2018_all,other,other,,,,Other,4,1,0.01,Other is a published poll response and not an Unmeasured Candidate Tail estimate.
probit_2018_all,undecided,undecided,,,,Undecided,5,33,0.33,Source-exact chart category retained.
probit_2018_undecideds_removed,candidate-tory,candidate,tory,John Tory,individually_published,Tory,1,64,0.64,Dependent undecideds-removed chart.
probit_2018_undecideds_removed,candidate-keesmaat,candidate,keesmaat,Jennifer Keesmaat,individually_published,Keesmaat,2,31,0.31,Dependent undecideds-removed chart.
probit_2018_undecideds_removed,candidate-goldy-faith,candidate,toronto_2018:goldy-faith,Faith Goldy,individually_published,Goldy,3,3,0.03,Faith Goldy is a named candidate response and is not folded into residual support.
probit_2018_undecideds_removed,other,other,,,,Other,4,2,0.02,Other is a published poll response and not an Unmeasured Candidate Tail estimate.
viewpoints_2023_06_02_raw,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,1,7.7%,0.077,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,7.4%,0.074,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,28.7%,0.287,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,7.0%,0.070,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,4.6%,0.046,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,8.3%,0.083,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,11.9%,0.119,Source-exact PDF label and value.
viewpoints_2023_06_02_raw,someone-else,other,,,,Someone else,8,2.1%,0.021,Someone else is a poll response and not an Unmeasured Candidate Tail estimate.
viewpoints_2023_06_02_raw,not-sure,undecided,,,,Not sure,9,22.2%,0.222,Source-exact undecided category retained separately from Someone else and removed by the dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailão,1,10%,0.10,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,10%,0.10,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,37%,0.37,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,9%,0.09,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,6%,0.06,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,10%,0.10,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,15%,0.15,Dependent decided-vote reading.
viewpoints_2023_06_02_decided,someone-else,other,,,,Someone else,8,3%,0.03,Someone else remains a published poll response rather than a candidate-tail estimate.
ipsos_2023_raw,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,1,8.8%,0.088,Detailed table value retained; canonical name keeps the accent while response_label remains source-exact.
ipsos_2023_raw,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,4.5%,0.045,Detailed table value retained.
ipsos_2023_raw,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,30.8%,0.308,Detailed table value retained.
ipsos_2023_raw,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,5.9%,0.059,Detailed table value retained.
ipsos_2023_raw,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,4.1%,0.041,Detailed table value retained.
ipsos_2023_raw,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,6.5%,0.065,Detailed table value retained.
ipsos_2023_raw,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,11.4%,0.114,Detailed table value retained.
ipsos_2023_raw,other,other,,,,Other,8,7.5%,0.075,Other is a published poll response and not an Unmeasured Candidate Tail estimate.
ipsos_2023_raw,i-dont-know,dont_know,,,,I don't know,9,20.6%,0.206,Source-exact category retained separately from Other.
ipsos_2023_conditional_lean,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,1,5.3%,0.053,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,1.0%,0.010,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,9.7%,0.097,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,2.2%,0.022,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,3.7%,0.037,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,2.2%,0.022,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,3.3%,0.033,Conditional follow-up among initial I don't know respondents.
ipsos_2023_conditional_lean,other,other,,,,Other,8,4.3%,0.043,Other remains separate from I don't know.
ipsos_2023_conditional_lean,i-dont-know,dont_know,,,,I don't know,9,68.2%,0.682,Respondents who still cannot name a lean remain explicit.
ipsos_2023_total,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,1,9.9%,0.099,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,4.7%,0.047,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,32.8%,0.328,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,6.4%,0.064,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,4.8%,0.048,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,6.9%,0.069,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,12.1%,0.121,Pollster-derived total combining first choice and leaning follow-up.
ipsos_2023_total,other,other,,,,Other,8,8.3%,0.083,Other remains separate from I don't know.
ipsos_2023_total,i-dont-know,dont_know,,,,I don't know,9,14.0%,0.140,Remaining uncertainty after leaning follow-up remains explicit.
ipsos_2023_total_repercentaged,candidate-bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,1,11.5%,0.115,Detailed re-percentaged table value supersedes the factum's rounded 12%.
ipsos_2023_total_repercentaged,candidate-bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,5.5%,0.055,Detailed re-percentaged table value supersedes the factum's rounded 6%.
ipsos_2023_total_repercentaged,candidate-chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,38.2%,0.382,Detailed re-percentaged table value supersedes the factum's rounded 38%.
ipsos_2023_total_repercentaged,candidate-furey,candidate,furey,Anthony Furey,individually_published,Anthony Furey,4,7.4%,0.074,Detailed re-percentaged table value supersedes the factum's rounded 7%.
ipsos_2023_total_repercentaged,candidate-hunter,candidate,hunter,Mitzie Hunter,individually_published,Mitzie Hunter,5,5.6%,0.056,Detailed re-percentaged table value supersedes the factum's rounded 6%.
ipsos_2023_total_repercentaged,candidate-matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,6,8.0%,0.080,Detailed re-percentaged table value supersedes the factum's rounded 8%.
ipsos_2023_total_repercentaged,candidate-saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,7,14.1%,0.141,Detailed re-percentaged table value supersedes the factum's rounded 14%.
ipsos_2023_total_repercentaged,other,other,,,,Other,8,9.7%,0.097,Other remains a poll response and not an Unmeasured Candidate Tail estimate.
forum_2022_oct08_decided_leaning,tory,candidate,tory,John Tory,individually_published,John Tory,1,56%,0.56,Source-published percentage and label preserved exactly.
forum_2022_oct08_decided_leaning,penalosa,candidate,penalosa,Gil Peñalosa,individually_published,Gil Penalosa,2,20%,0.2,Source-published percentage and label preserved exactly.
forum_2022_oct08_decided_leaning,brown,candidate,brown,Chloe Brown,individually_published,Chloe-Marie Brown,3,6%,0.06,Source-published percentage and label preserved exactly.
forum_2022_oct08_decided_leaning,acton,candidate,acton,Blake Acton,individually_published,Blake Acton,4,6%,0.06,Source-published percentage and label preserved exactly.
forum_2022_oct08_decided_leaning,other,other,,,,Other,5,12%,0.12,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,layton,candidate,layton,Mike Layton,individually_published,Mike Layton,1,26%,0.26,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,2,11%,0.11,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,penalosa,candidate,penalosa,Gil Peñalosa,individually_published,Gil Penalosa,3,17%,0.17,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,brown,candidate,brown,Chloe Brown,individually_published,Chloe-Marie Brown,4,13%,0.13,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,5,11%,0.11,Source-published percentage and label preserved exactly.
forum_2023_feb13_decided_leaning,some_other_candidate,other,,,,Some other candidate,6,23%,0.23,Source-published percentage and label preserved exactly.
forum_2023_mar23_all,matlow,candidate,matlow,Josh Matlow,individually_published,Josh Matlow,1,11%,0.11,Source-published percentage and label preserved exactly.
forum_2023_mar23_all,bradford,candidate,bradford,Brad Bradford,individually_published,Brad Bradford,2,3%,0.03,Source-published percentage and label preserved exactly.
forum_2023_mar23_all,chow,candidate,chow,Olivia Chow,individually_published,Olivia Chow,3,14%,0.14,Source-published percentage and label preserved exactly.
forum_2023_mar23_all,bailao,candidate,bailao,Ana Bailão,individually_published,Ana Bailao,4,6%,0.06,Source-published percentage and label preserved exactly.
forum_2023_mar23_all,saunders,candidate,saunders,Mark Saunders,individually_published,Mark Saunders,5,13%,0.13,Source-published percentage and label preserved exactly.
